,y,SRCH_EFRT,PRDV_CNT,CAT_CNT,EVNT_CNT,SAL_PRD,day_off,SEX_CD,AVG_SAL_AMT,AGE_30,AGE_50,AGE_60,AGE_1020
0,0,13,4,1,13,118000,1,1,13050.0,1,0,0,0
1,0,49,12,2,49,223320,0,1,13050.0,1,0,0,0
2,1,10,1,0,10,10000,1,1,14609.285714285714,0,0,0,0
3,0,16,3,1,16,16000,1,1,14609.285714285714,0,0,0,0
4,0,4,1,0,4,0,1,1,14609.285714285714,0,0,0,0
5,0,9,1,0,9,0,0,0,726.0,0,0,0,1
6,1,4,0,-1,4,0,1,0,726.0,0,0,0,1
7,1,24,9,2,24,63100,0,0,726.0,0,0,0,1
8,0,8,1,0,8,0,0,0,726.0,0,0,0,1
9,0,8,0,-1,8,0,0,0,726.0,0,0,0,1
10,0,53,9,2,53,135600,1,1,22942.727272727272,0,0,1,0
11,0,6,3,1,6,0,1,1,900.0,0,0,0,1
12,0,41,10,0,41,250320,1,0,23852.380952380958,1,0,0,0
13,1,69,19,2,69,301770,0,1,15346.153846153846,0,0,0,0
14,0,14,3,0,14,36900,0,1,15346.153846153846,0,0,0,0
15,0,15,4,1,15,39550,1,1,15346.153846153846,0,0,0,0
16,0,12,4,1,12,30000,1,1,15346.153846153846,0,0,0,0
17,0,26,5,2,26,89700,1,1,8400.0,0,0,0,0
18,0,40,12,3,40,82400,0,1,58647.91666666667,0,0,0,0
19,0,7,1,0,7,0,0,1,3125.476190476191,1,0,0,0
20,0,12,3,0,12,0,1,1,3125.476190476191,1,0,0,0
21,0,4,1,0,4,0,1,1,3125.476190476191,1,0,0,0
22,0,4,0,-1,4,0,1,1,3125.476190476191,1,0,0,0
23,0,5,0,-1,5,0,1,1,3125.476190476191,1,0,0,0
24,1,4,1,0,4,0,1,1,3125.476190476191,1,0,0,0
25,1,6,0,-1,6,0,0,1,3125.476190476191,1,0,0,0
26,0,20,4,0,20,1000,1,1,3125.476190476191,1,0,0,0
27,0,12,3,1,12,0,1,1,3125.476190476191,1,0,0,0
28,0,21,8,1,21,0,0,1,18584.285714285717,1,0,0,0
29,0,10,4,0,10,10000,0,1,6433.333333333334,0,0,0,0
30,1,15,3,1,15,38880,1,1,6400.0,1,0,0,0
31,0,5,2,1,5,19440,1,1,6400.0,1,0,0,0
32,0,7,3,1,7,48000,0,1,9862.5,0,0,1,0
33,1,23,5,0,23,0,1,1,16403.666666666668,0,0,1,0
34,1,62,13,1,62,20000,1,1,16403.666666666668,0,0,1,0
35,0,4,2,1,4,24650,0,1,16403.666666666668,0,0,1,0
36,0,4,1,0,4,0,0,1,16403.666666666668,0,0,1,0
37,1,4,2,1,4,22100,1,1,16403.666666666668,0,0,1,0
38,0,4,1,0,4,0,1,1,16403.666666666668,0,0,1,0
39,0,5,1,0,5,0,0,1,16403.666666666668,0,0,1,0
40,0,10,1,0,10,0,1,1,18009.115384615383,1,0,0,0
41,0,57,8,2,57,14000,1,0,642.8571428571429,0,0,0,1
42,0,13,4,0,13,0,1,0,642.8571428571429,0,0,0,1
43,0,7,3,0,7,0,1,0,642.8571428571429,0,0,0,1
44,0,11,0,-1,11,0,1,1,3111.173913043478,0,0,1,0
45,0,7,0,-1,7,0,1,1,3111.173913043478,0,0,1,0
46,0,9,0,-1,9,0,1,1,3111.173913043478,0,0,1,0
47,0,7,0,-1,7,0,1,1,3111.173913043478,0,0,1,0
48,1,16,0,-1,16,0,1,1,3111.173913043478,0,0,1,0
49,0,8,0,-1,8,0,1,1,3111.173913043478,0,0,1,0
50,0,6,0,-1,6,0,1,1,3111.173913043478,0,0,1,0
51,0,10,0,-1,10,0,1,1,3111.173913043478,0,0,1,0
52,0,5,0,-1,5,0,1,1,3111.173913043478,0,0,1,0
53,0,16,0,-1,16,0,1,1,3111.173913043478,0,0,1,0
54,0,6,0,-1,6,0,1,1,3111.173913043478,0,0,1,0
55,0,6,0,-1,6,0,1,1,3111.173913043478,0,0,1,0
56,0,16,0,-1,16,0,1,1,3111.173913043478,0,0,1,0
57,0,9,0,-1,9,0,1,1,3111.173913043478,0,0,1,0
58,0,7,0,-1,7,0,1,1,3111.173913043478,0,0,1,0
59,1,7,1,0,7,0,1,1,3111.173913043478,0,0,1,0
60,0,8,0,-1,8,0,0,1,3111.173913043478,0,0,1,0
61,1,8,0,-1,8,0,1,1,3111.173913043478,0,0,1,0
62,0,8,0,-1,8,0,1,1,3111.173913043478,0,0,1,0
63,1,18,0,-1,18,0,1,1,3111.173913043478,0,0,1,0
64,0,63,7,1,63,10500,0,1,3111.173913043478,0,0,1,0
65,0,112,28,2,112,197800,0,1,17883.333333333332,1,0,0,0
66,0,9,4,1,9,13300,1,1,17883.333333333332,1,0,0,0
67,1,7,2,0,7,0,0,1,17883.333333333332,1,0,0,0
68,1,80,15,1,80,215760,0,1,17883.333333333332,1,0,0,0
69,0,5,0,-1,5,0,0,1,17883.333333333332,1,0,0,0
70,0,7,0,-1,7,0,0,1,17883.333333333332,1,0,0,0
71,0,13,4,1,13,13000,0,1,16056.153846153846,0,0,0,0
72,0,9,0,-1,9,0,1,1,3548.235294117647,1,0,0,0
73,0,8,2,0,8,0,1,1,3548.235294117647,1,0,0,0
74,1,10,1,0,10,13300,0,1,35560.357142857145,0,0,0,0
75,0,17,5,1,17,26600,1,1,35560.357142857145,0,0,0,0
76,0,11,1,0,11,0,1,0,20517.852564102563,0,0,1,0
77,0,9,1,0,9,0,0,1,164705.0,1,0,0,0
78,0,7,3,1,7,18000,0,1,8787.5,0,1,0,0
79,0,4,1,0,4,0,1,1,8787.5,0,1,0,0
80,0,7,2,0,7,0,1,1,8787.5,0,1,0,0
81,0,4,2,1,4,13300,0,1,8787.5,0,1,0,0
82,0,4,2,1,4,14400,1,1,8787.5,0,1,0,0
83,0,29,8,1,29,0,1,1,8787.5,0,1,0,0
84,0,4,2,1,4,6500,0,1,8787.5,0,1,0,0
85,1,4,1,0,4,0,1,1,8787.5,0,1,0,0
86,0,4,2,1,4,24000,1,1,8787.5,0,1,0,0
87,1,6,3,2,6,45000,1,1,8787.5,0,1,0,0
88,0,4,2,1,4,18000,1,1,8787.5,0,1,0,0
89,0,4,1,0,4,0,0,1,8787.5,0,1,0,0
90,0,7,1,0,7,0,0,1,6500.0,1,0,0,0
91,0,14,3,0,14,13500,1,1,9791.666666666668,0,0,1,0
92,1,8,2,1,8,1500,1,1,9791.666666666668,0,0,1,0
93,1,10,2,0,10,65400,1,1,9791.666666666668,0,0,1,0
94,0,7,1,0,7,0,1,1,9791.666666666668,0,0,1,0
95,1,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
96,1,5,0,-1,5,0,1,1,9791.666666666668,0,0,1,0
97,1,36,12,2,36,85000,0,1,9791.666666666668,0,0,1,0
98,1,9,2,0,9,0,1,1,9791.666666666668,0,0,1,0
99,1,12,5,2,12,32600,1,1,9791.666666666668,0,0,1,0
100,0,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
101,0,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
102,1,15,3,1,15,12600,0,1,9791.666666666668,0,0,1,0
103,1,37,10,1,37,20500,0,1,9791.666666666668,0,0,1,0
104,0,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
105,1,17,2,1,17,1500,1,1,9791.666666666668,0,0,1,0
106,1,6,3,1,6,0,0,1,9791.666666666668,0,0,1,0
107,1,11,4,1,11,48300,1,1,9791.666666666668,0,0,1,0
108,1,16,3,0,16,0,1,1,9791.666666666668,0,0,1,0
109,1,10,2,0,10,0,1,1,9791.666666666668,0,0,1,0
110,1,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
111,1,7,2,1,7,0,0,1,9791.666666666668,0,0,1,0
112,1,30,5,1,30,72800,1,1,9791.666666666668,0,0,1,0
113,1,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
114,1,4,2,1,4,36400,0,1,9791.666666666668,0,0,1,0
115,1,5,1,0,5,0,1,1,9791.666666666668,0,0,1,0
116,1,16,4,1,16,125280,1,1,9791.666666666668,0,0,1,0
117,1,10,4,1,10,105840,1,1,9791.666666666668,0,0,1,0
118,1,6,1,0,6,0,1,1,9791.666666666668,0,0,1,0
119,1,13,2,1,13,22800,0,1,9791.666666666668,0,0,1,0
120,1,7,2,0,7,0,0,1,9791.666666666668,0,0,1,0
121,0,10,1,0,10,0,1,1,9791.666666666668,0,0,1,0
122,0,30,12,1,30,137200,0,1,22123.316176470587,0,1,0,0
123,1,8,4,0,8,0,1,1,22123.316176470587,0,1,0,0
124,0,7,3,0,7,0,0,1,22123.316176470587,0,1,0,0
125,1,12,5,0,12,0,0,1,22123.316176470587,0,1,0,0
126,0,14,5,1,14,40120,0,1,22123.316176470587,0,1,0,0
127,0,17,6,1,17,40120,1,1,22123.316176470587,0,1,0,0
128,1,38,15,1,38,93160,1,1,22123.316176470587,0,1,0,0
129,1,20,6,1,20,40120,1,1,22123.316176470587,0,1,0,0
130,1,98,29,1,98,799840,1,1,22123.316176470587,0,1,0,0
131,1,6,2,0,6,0,1,1,22123.316176470587,0,1,0,0
132,0,10,3,0,10,0,1,1,22123.316176470587,0,1,0,0
133,0,5,2,0,5,0,0,1,22123.316176470587,0,1,0,0
134,0,10,4,1,10,27300,0,1,22123.316176470587,0,1,0,0
135,1,6,2,0,6,0,0,1,22123.316176470587,0,1,0,0
136,0,6,2,0,6,0,0,1,22123.316176470587,0,1,0,0
137,0,6,2,0,6,0,0,1,22123.316176470587,0,1,0,0
138,1,12,4,0,12,0,1,1,22123.316176470587,0,1,0,0
139,1,6,2,0,6,0,1,1,22123.316176470587,0,1,0,0
140,0,8,2,0,8,0,1,1,22123.316176470587,0,1,0,0
141,1,7,2,0,7,0,1,1,22123.316176470587,0,1,0,0
142,1,23,6,1,23,87000,1,1,22123.316176470587,0,1,0,0
143,1,14,4,0,14,0,1,1,22123.316176470587,0,1,0,0
144,1,23,6,1,23,57000,1,1,22123.316176470587,0,1,0,0
145,1,7,2,0,7,0,1,1,22123.316176470587,0,1,0,0
146,1,8,2,0,8,0,0,1,22123.316176470587,0,1,0,0
147,1,5,2,0,5,0,1,1,22123.316176470587,0,1,0,0
148,0,8,2,0,8,0,1,1,22123.316176470587,0,1,0,0
149,1,8,2,0,8,0,1,1,22123.316176470587,0,1,0,0
150,0,10,2,0,10,0,0,1,22123.316176470587,0,1,0,0
151,0,4,2,1,4,20000,1,1,20435.0,1,0,0,0
152,0,54,11,1,54,113000,1,1,22742.67857142857,0,0,0,0
153,0,32,4,1,32,52800,1,0,10833.333333333332,0,0,1,0
154,0,4,1,0,4,13300,0,1,18600.865384615383,0,1,0,0
155,1,18,6,0,18,132000,0,1,12742.857142857143,0,0,0,0
156,0,12,3,0,12,44000,0,1,12742.857142857143,0,0,0,0
157,0,5,0,-1,5,0,1,1,24967.20054446461,1,0,0,0
158,0,19,4,1,19,5200,1,1,12100.0,1,0,0,0
159,0,5,2,0,5,79900,1,1,27864.285714285717,1,0,0,0
160,0,23,5,1,23,65100,0,1,19425.0,0,1,0,0
161,1,24,5,1,24,2000,0,1,0.0,1,0,0,0
162,1,7,0,-1,7,0,0,1,0.0,1,0,0,0
163,0,22,8,1,22,168340,0,1,0.0,1,0,0,0
164,0,13,2,0,13,0,0,1,12338.214285714286,1,0,0,0
165,1,36,7,2,36,65050,1,1,10742.678571428572,1,0,0,0
166,0,32,6,3,32,66300,1,1,10742.678571428572,1,0,0,0
167,1,12,2,0,12,8000,0,1,9056.666666666666,0,0,0,1
168,1,12,1,0,12,4000,0,1,9056.666666666666,0,0,0,1
169,0,14,2,0,14,8000,0,1,9056.666666666666,0,0,0,1
170,1,11,2,0,11,8000,0,1,9056.666666666666,0,0,0,1
171,0,11,2,0,11,8000,0,1,9056.666666666666,0,0,0,1
172,0,16,3,1,16,13300,1,1,15002.083333333334,0,0,0,1
173,1,5,0,-1,5,0,0,1,15002.083333333334,0,0,0,1
174,0,28,2,1,28,0,1,1,15002.083333333334,0,0,0,1
175,0,6,1,0,6,0,1,1,15002.083333333334,0,0,0,1
176,0,22,2,0,22,0,0,1,15002.083333333334,0,0,0,1
177,0,43,4,1,43,64000,1,1,15002.083333333334,0,0,0,1
178,0,4,0,-1,4,0,0,0,19044.81481481481,0,0,0,1
179,0,29,7,1,29,87900,1,1,29373.214285714286,1,0,0,0
180,0,8,3,1,8,0,0,1,29373.214285714286,1,0,0,0
181,0,7,2,0,7,8000,1,0,1028.571428571429,1,0,0,0
182,0,5,2,0,5,0,0,1,0.0,1,0,0,0
183,0,29,5,0,29,76500,0,1,11666.666666666666,0,1,0,0
184,0,19,7,1,19,121500,1,1,34940.5,0,1,0,0
185,0,7,1,0,7,12600,0,1,19414.444444444445,1,0,0,0
186,0,27,4,3,27,26600,0,1,19414.444444444445,1,0,0,0
187,1,19,4,1,19,26000,1,1,19414.444444444445,1,0,0,0
188,1,5,1,0,5,0,1,1,19414.444444444445,1,0,0,0
189,0,14,4,1,14,12600,0,1,19414.444444444445,1,0,0,0
190,0,45,13,2,45,264820,0,1,109250.0,1,0,0,0
191,0,5,0,-1,5,0,0,1,23455.102516309413,0,0,0,1
192,0,5,1,0,5,0,0,0,3643.863636363637,0,0,0,0
193,0,5,1,0,5,1000,1,1,6075.0,0,0,0,1
194,0,16,6,1,16,0,1,1,13253.333333333334,0,0,0,1
195,1,26,9,1,26,109400,0,1,12358.0,0,0,0,1
196,0,53,16,3,53,179300,1,1,12358.0,0,0,0,1
197,0,47,16,1,47,244200,1,1,12358.0,0,0,0,1
198,0,8,1,0,8,13000,1,1,19983.333333333336,1,0,0,0
199,0,12,0,-1,12,0,0,0,6236.0,0,1,0,0
200,0,7,0,-1,7,0,0,0,6236.0,0,1,0,0
201,0,7,0,-1,7,0,0,0,6236.0,0,1,0,0
202,1,8,1,0,8,0,0,0,6236.0,0,1,0,0
203,0,5,0,-1,5,0,0,0,6236.0,0,1,0,0
204,0,4,0,-1,4,0,0,0,6236.0,0,1,0,0
205,0,4,0,-1,4,0,0,0,6236.0,0,1,0,0
206,0,13,1,0,13,0,0,0,6236.0,0,1,0,0
207,0,5,0,-1,5,0,1,0,6236.0,0,1,0,0
208,0,14,0,-1,14,0,0,0,6236.0,0,1,0,0
209,0,16,0,-1,16,0,1,0,6236.0,0,1,0,0
210,0,15,5,1,15,84000,1,1,11916.666666666668,0,0,0,1
211,0,16,2,0,16,40500,0,1,3000.0,0,0,0,0
212,0,5,1,0,5,0,0,1,23233.882783882786,0,0,0,0
213,1,31,8,1,31,142200,1,1,15955.357142857143,0,0,0,1
214,1,30,10,1,30,280000,1,1,15955.357142857143,0,0,0,1
215,1,16,3,0,16,0,1,1,15955.357142857143,0,0,0,1
216,1,5,1,0,5,0,0,1,15955.357142857143,0,0,0,1
217,1,4,1,0,4,0,0,1,15955.357142857143,0,0,0,1
218,1,14,4,0,14,0,1,1,15955.357142857143,0,0,0,1
219,1,10,1,0,10,0,1,1,15955.357142857143,0,0,0,1
220,1,4,1,0,4,0,1,1,15955.357142857143,0,0,0,1
221,1,8,1,0,8,0,0,1,15955.357142857143,0,0,0,1
222,1,9,1,0,9,0,0,1,15955.357142857143,0,0,0,1
223,1,7,1,0,7,0,0,1,15955.357142857143,0,0,0,1
224,1,6,1,0,6,0,1,1,15955.357142857143,0,0,0,1
225,0,4,1,0,4,0,1,1,15955.357142857143,0,0,0,1
226,0,9,1,0,9,10000,1,0,16833.333333333332,1,0,0,0
227,0,9,3,1,9,52000,0,1,33416.666666666664,0,0,0,1
228,0,21,6,1,21,115400,0,1,33416.666666666664,0,0,0,1
229,0,43,9,0,43,31000,0,1,12000.0,1,0,0,0
230,0,5,1,0,5,41040,1,1,21170.833333333336,0,0,0,1
231,1,4,0,-1,4,0,0,1,1500.0,0,0,0,0
232,0,13,2,0,13,38880,1,1,1500.0,0,0,0,0
233,0,6,2,1,6,0,0,0,0.0,1,0,0,0
234,0,16,4,2,16,62000,1,0,36160.0,0,0,0,0
235,0,37,13,1,37,304830,1,1,0.0,1,0,0,0
236,0,9,2,0,9,86950,0,0,25587.14285714285,1,0,0,0
237,1,17,4,0,17,0,0,1,1878.6833855799373,0,0,0,0
238,1,4,2,0,4,0,1,1,1878.6833855799373,0,0,0,0
239,1,6,3,0,6,0,1,1,1878.6833855799373,0,0,0,0
240,1,8,1,0,8,0,1,1,1878.6833855799373,0,0,0,0
241,1,10,1,0,10,0,0,1,1878.6833855799373,0,0,0,0
242,1,5,2,0,5,0,1,1,1878.6833855799373,0,0,0,0
243,1,5,2,0,5,0,0,1,1878.6833855799373,0,0,0,0
244,1,5,2,0,5,0,1,1,1878.6833855799373,0,0,0,0
245,1,8,3,0,8,0,0,1,1878.6833855799373,0,0,0,0
246,1,5,2,0,5,0,1,1,1878.6833855799373,0,0,0,0
247,1,7,3,1,7,18000,0,1,1878.6833855799373,0,0,0,0
248,1,4,2,0,4,0,1,1,1878.6833855799373,0,0,0,0
249,1,6,1,0,6,0,1,1,1878.6833855799373,0,0,0,0
250,1,4,2,0,4,0,0,1,1878.6833855799373,0,0,0,0
251,0,5,2,0,5,0,1,1,1878.6833855799373,0,0,0,0
252,0,4,2,0,4,0,1,1,1878.6833855799373,0,0,0,0
253,1,6,3,0,6,0,1,1,1878.6833855799373,0,0,0,0
254,1,4,2,1,4,28000,0,1,1878.6833855799373,0,0,0,0
255,0,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
256,0,13,2,1,13,0,1,1,1878.6833855799373,0,0,0,0
257,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
258,1,10,1,0,10,0,1,1,1878.6833855799373,0,0,0,0
259,1,12,2,0,12,0,1,1,1878.6833855799373,0,0,0,0
260,0,8,1,0,8,0,1,1,1878.6833855799373,0,0,0,0
261,0,9,2,0,9,0,1,1,1878.6833855799373,0,0,0,0
262,1,6,1,0,6,0,0,1,1878.6833855799373,0,0,0,0
263,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
264,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
265,1,4,1,0,4,0,1,1,1878.6833855799373,0,0,0,0
266,1,4,1,0,4,0,0,1,1878.6833855799373,0,0,0,0
267,1,4,1,0,4,0,1,1,1878.6833855799373,0,0,0,0
268,1,4,1,0,4,0,1,1,1878.6833855799373,0,0,0,0
269,0,8,1,0,8,0,1,1,1878.6833855799373,0,0,0,0
270,1,4,1,0,4,0,1,1,1878.6833855799373,0,0,0,0
271,1,4,2,0,4,25600,0,1,1878.6833855799373,0,0,0,0
272,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
273,1,4,1,0,4,0,0,1,1878.6833855799373,0,0,0,0
274,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
275,0,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
276,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
277,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
278,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
279,1,5,1,0,5,0,0,1,1878.6833855799373,0,0,0,0
280,1,5,1,0,5,0,1,1,1878.6833855799373,0,0,0,0
281,1,4,1,0,4,0,0,1,1878.6833855799373,0,0,0,0
282,0,5,0,-1,5,0,1,1,1878.6833855799373,0,0,0,0
283,0,15,4,1,15,20000,0,1,18000.0,0,0,0,1
284,0,5,2,0,5,0,0,0,9507.733333333334,0,0,0,0
285,0,63,16,4,63,365195,0,1,9450.0,1,0,0,0
286,0,11,3,0,11,107800,0,1,13747.272727272728,0,1,0,0
287,0,6,2,1,6,5600,1,1,13747.272727272728,0,1,0,0
288,0,28,5,0,28,122500,1,1,13747.272727272728,0,1,0,0
289,0,32,9,3,32,90400,0,1,9593.75,1,0,0,0
290,0,4,1,0,4,0,0,1,19496.666666666664,0,0,0,1
291,1,25,6,0,25,106320,1,1,14366.428571428572,0,1,0,0
292,0,24,7,1,24,78720,1,1,14366.428571428572,0,1,0,0
293,0,62,14,2,62,217850,1,1,26923.970588235294,0,1,0,0
294,0,12,4,1,12,0,1,1,20243.223684210527,0,0,0,0
295,0,11,3,1,11,38000,1,1,20243.223684210527,0,0,0,0
296,0,15,4,1,15,28000,1,1,20243.223684210527,0,0,0,0
297,1,37,6,0,37,166600,0,1,20243.223684210527,0,0,0,0
298,1,11,4,0,11,0,0,1,20243.223684210527,0,0,0,0
299,1,8,2,1,8,56000,0,1,20243.223684210527,0,0,0,0
300,1,37,10,1,37,216500,1,1,20243.223684210527,0,0,0,0
301,1,24,7,1,24,84000,1,1,20243.223684210527,0,0,0,0
302,0,8,2,0,8,0,0,1,20243.223684210527,0,0,0,0
303,1,32,7,0,32,138000,0,0,19823.33333333333,1,0,0,0
304,0,11,1,0,11,0,1,0,19823.33333333333,1,0,0,0
305,1,5,0,-1,5,0,0,1,3512.222222222222,0,0,0,0
306,0,6,0,-1,6,0,1,1,3512.222222222222,0,0,0,0
307,0,8,3,0,8,0,1,1,3512.222222222222,0,0,0,0
308,1,4,1,0,4,0,1,1,3512.222222222222,0,0,0,0
309,1,6,2,0,6,0,1,1,3512.222222222222,0,0,0,0
310,1,9,2,0,9,0,1,1,3512.222222222222,0,0,0,0
311,0,9,0,-1,9,0,1,1,3512.222222222222,0,0,0,0
312,1,6,2,0,6,0,0,1,3512.222222222222,0,0,0,0
313,0,26,9,1,26,0,1,1,3512.222222222222,0,0,0,0
314,0,15,2,1,15,6000,0,1,3733.3333333333335,0,0,0,0
315,0,23,5,2,23,28500,1,1,8559.0,0,0,0,0
316,1,11,1,0,11,0,0,1,19407.07692307692,0,0,0,0
317,1,46,15,2,46,168000,0,1,19407.07692307692,0,0,0,0
318,1,15,1,0,15,0,1,1,19407.07692307692,0,0,0,0
319,1,13,2,1,13,21000,1,1,19407.07692307692,0,0,0,0
320,0,6,2,1,6,13000,1,1,19407.07692307692,0,0,0,0
321,1,4,1,0,4,0,1,1,19407.07692307692,0,0,0,0
322,1,12,1,0,12,0,1,1,19407.07692307692,0,0,0,0
323,0,5,2,0,5,0,0,1,19407.07692307692,0,0,0,0
324,0,4,0,-1,4,0,0,1,19407.07692307692,0,0,0,0
325,0,9,1,0,9,0,1,1,19407.07692307692,0,0,0,0
326,0,16,4,0,16,0,1,1,19407.07692307692,0,0,0,0
327,0,13,2,0,13,54400,1,1,40603.33333333333,1,0,0,0
328,1,21,4,2,21,31000,0,1,21912.5,0,1,0,0
329,0,16,4,2,16,22000,0,1,21912.5,0,1,0,0
330,0,13,5,0,13,0,1,1,12804.473684210529,1,0,0,0
331,1,31,7,1,31,108320,1,1,10328.541666666668,1,0,0,0
332,0,7,3,0,7,0,0,1,10328.541666666668,1,0,0,0
333,0,4,2,1,4,27300,0,1,10328.541666666668,1,0,0,0
334,0,6,2,0,6,0,0,1,10328.541666666668,1,0,0,0
335,0,36,9,1,36,196000,0,1,21039.375,0,0,0,0
336,0,55,16,4,55,396940,1,1,89000.0,0,1,0,0
337,0,14,3,1,14,6300,0,1,20929.19871794872,0,0,0,0
338,1,16,4,1,16,104040,1,1,20929.19871794872,0,0,0,0
339,0,117,35,3,117,1044480,0,1,20929.19871794872,0,0,0,0
340,0,18,3,1,18,100800,1,1,27790.0,0,0,0,0
341,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
342,1,5,2,0,5,0,1,1,32239.615384615383,0,0,0,0
343,0,5,2,0,5,0,1,1,32239.615384615383,0,0,0,0
344,1,5,2,0,5,0,1,1,32239.615384615383,0,0,0,0
345,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
346,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
347,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
348,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
349,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
350,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
351,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
352,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
353,1,4,1,0,4,0,1,1,32239.615384615383,0,0,0,0
354,0,4,1,0,4,0,1,1,32239.615384615383,0,0,0,0
355,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
356,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
357,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
358,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
359,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
360,0,4,2,1,4,79800,0,1,32239.615384615383,0,0,0,0
361,1,5,1,0,5,0,0,1,32239.615384615383,0,0,0,0
362,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
363,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
364,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
365,0,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
366,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
367,1,13,3,1,13,33600,1,1,32239.615384615383,0,0,0,0
368,1,5,1,0,5,0,1,1,32239.615384615383,0,0,0,0
369,0,4,1,0,4,0,1,1,32239.615384615383,0,0,0,0
370,1,8,3,1,8,0,1,0,5525.0,0,0,0,0
371,0,24,4,1,24,0,0,0,5525.0,0,0,0,0
372,1,8,0,-1,8,0,0,0,5525.0,0,0,0,0
373,0,5,2,1,5,0,1,0,5525.0,0,0,0,0
374,0,8,2,0,8,0,1,0,5525.0,0,0,0,0
375,0,29,7,1,29,58400,0,0,5525.0,0,0,0,0
376,0,6,0,-1,6,0,1,0,2604.1666666666665,0,0,0,0
377,0,35,12,4,35,59250,1,1,3000.0,0,0,0,1
378,0,13,4,2,13,15375,1,1,15300.0,0,1,0,0
379,0,9,2,0,9,74000,0,1,14545.833333333332,1,0,0,0
380,0,43,10,2,43,14500,0,1,9755.555555555557,0,0,0,0
381,0,4,1,0,4,0,1,1,9315.454545454546,0,0,0,0
382,0,6,0,-1,6,0,1,1,9315.454545454546,0,0,0,0
383,0,4,1,0,4,0,0,1,9315.454545454546,0,0,0,0
384,0,12,2,1,12,0,1,1,9315.454545454546,0,0,0,0
385,0,5,0,-1,5,0,1,1,9315.454545454546,0,0,0,0
386,1,4,1,0,4,40000,0,1,9315.454545454546,0,0,0,0
387,0,15,3,1,15,40000,1,1,9315.454545454546,0,0,0,0
388,0,17,5,1,17,200000,0,1,9315.454545454546,0,0,0,0
389,0,8,1,0,8,0,1,1,9315.454545454546,0,0,0,0
390,1,4,1,0,4,10000,0,1,9315.454545454546,0,0,0,0
391,0,20,7,1,20,183000,0,1,9315.454545454546,0,0,0,0
392,1,52,18,1,52,588180,1,1,9315.454545454546,0,0,0,0
393,0,4,0,-1,4,0,1,1,9315.454545454546,0,0,0,0
394,0,7,0,-1,7,0,1,0,6300.0,0,1,0,0
395,1,20,5,0,20,45000,1,1,10437.5,0,0,0,0
396,1,40,10,1,40,133000,0,1,10437.5,0,0,0,0
397,0,4,0,-1,4,0,0,1,10437.5,0,0,0,0
398,0,6,1,0,6,0,0,1,10437.5,0,0,0,0
399,0,4,1,0,4,0,1,1,10437.5,0,0,0,0
400,1,196,49,4,196,477700,0,1,13500.0,0,0,0,0
401,0,4,1,0,4,0,1,1,13500.0,0,0,0,0
402,0,35,9,1,35,440000,1,1,27900.0,1,0,0,0
403,0,5,1,0,5,10000,1,1,12344.444444444443,1,0,0,0
404,1,5,0,-1,5,0,1,1,6707.5,0,0,0,1
405,1,88,22,2,88,115900,1,1,6707.5,0,0,0,1
406,0,26,4,1,26,25500,0,1,6707.5,0,0,0,1
407,1,12,5,1,12,40470,0,1,6707.5,0,0,0,1
408,1,14,6,1,14,187680,1,1,6707.5,0,0,0,1
