,y,SRCH_EFRT,PRDV_CNT,CAT_CNT,EVNT_CNT,SAL_PRD,day_off,SEX_CD,AVG_SAL_AMT,AGE_30,AGE_50,AGE_60,AGE_1020
26470,1,5,1,0,5,0,1,1,21708.33333333333,0,0,1,0
26471,1,6,2,0,6,0,1,1,21708.33333333333,0,0,1,0
26472,1,5,1,0,5,0,1,1,21708.33333333333,0,0,1,0
26473,1,5,1,0,5,0,0,1,21708.33333333333,0,0,1,0
26474,1,5,1,0,5,0,1,1,21708.33333333333,0,0,1,0
26475,1,5,1,0,5,0,1,1,21708.33333333333,0,0,1,0
26476,1,42,3,2,42,66350,0,1,21708.33333333333,0,0,1,0
26477,1,23,3,1,23,19600,1,1,21708.33333333333,0,0,1,0
26478,1,9,1,0,9,0,0,1,21708.33333333333,0,0,1,0
26479,0,5,0,-1,5,0,1,1,21708.33333333333,0,0,1,0
26480,0,17,6,1,17,0,1,0,14100.0,1,0,0,0
26481,1,10,3,2,10,35350,0,1,16606.666666666668,1,0,0,0
26482,0,7,1,0,7,12000,1,1,16606.666666666668,1,0,0,0
26483,1,59,19,2,59,129300,0,1,14751.71052631579,0,0,0,0
26484,0,15,2,1,15,21000,1,1,14751.71052631579,0,0,0,0
26485,0,13,3,1,13,40120,1,1,13275.47619047619,0,0,1,0
26486,1,9,3,1,9,80640,0,1,13275.47619047619,0,0,1,0
26487,0,78,19,2,78,331900,1,1,13275.47619047619,0,0,1,0
26488,1,24,5,1,24,120560,0,1,13275.47619047619,0,0,1,0
26489,1,7,1,0,7,0,0,1,13275.47619047619,0,0,1,0
26490,0,11,3,1,11,0,1,1,13275.47619047619,0,0,1,0
26491,1,19,5,1,19,168000,0,1,22268.0,1,0,0,0
26492,0,7,1,0,7,56000,0,1,22268.0,1,0,0,0
26493,0,17,5,1,17,24000,0,1,12353.125,0,0,0,0
26494,0,33,7,2,33,48300,0,1,11346.81043956044,0,0,0,0
26495,0,4,1,0,4,0,1,1,11346.81043956044,0,0,0,0
26496,0,48,11,2,48,145300,1,1,9922.61111111111,0,0,0,0
26497,0,11,3,1,11,13300,1,1,122496.0,0,0,0,0
26498,0,9,0,-1,9,0,0,1,0.0,0,0,1,0
26499,0,32,11,1,32,0,1,1,3157.916666666667,0,0,1,0
26500,0,13,4,0,13,0,1,1,3157.916666666667,0,0,1,0
26501,0,13,4,0,13,0,1,1,3157.916666666667,0,0,1,0
26502,0,12,4,0,12,0,0,1,3157.916666666667,0,0,1,0
26503,0,21,6,1,21,13000,1,1,3157.916666666667,0,0,1,0
26504,1,9,0,-1,9,0,1,1,3157.916666666667,0,0,1,0
26505,1,6,1,0,6,0,0,1,3157.916666666667,0,0,1,0
26506,0,11,1,0,11,0,1,1,3157.916666666667,0,0,1,0
26507,0,19,1,0,19,0,1,1,3157.916666666667,0,0,1,0
26508,0,8,0,-1,8,0,0,1,3157.916666666667,0,0,1,0
26509,0,7,0,-1,7,0,1,1,3157.916666666667,0,0,1,0
26510,0,10,0,-1,10,0,0,1,3157.916666666667,0,0,1,0
26511,0,9,1,0,9,0,1,1,3157.916666666667,0,0,1,0
26512,0,4,1,0,4,0,0,1,7686.470588235294,0,0,0,0
26513,0,4,1,0,4,0,1,1,7686.470588235294,0,0,0,0
26514,0,4,0,-1,4,0,0,1,13897.4,1,0,0,0
26515,0,48,7,1,48,169360,1,1,13000.0,1,0,0,0
26516,0,13,5,1,13,42000,1,1,13312.5,0,0,0,0
26517,0,86,11,2,86,178100,1,1,15940.0,0,0,0,1
26518,0,22,8,1,22,73300,0,1,14506.666666666668,0,0,0,0
26519,0,5,1,0,5,0,0,1,17249.305555555555,0,0,0,0
26520,0,11,4,0,11,0,1,1,17249.305555555555,0,0,0,0
26521,1,7,1,0,7,24000,1,1,7400.0,1,0,0,0
26522,0,5,1,0,5,24000,0,1,7400.0,1,0,0,0
26523,0,10,2,0,10,48000,1,1,7400.0,1,0,0,0
26524,0,13,2,1,13,10000,1,1,19860.0,0,0,0,0
26525,0,65,18,1,65,110000,1,1,14600.0,1,0,0,0
26526,0,21,8,1,21,1000,1,0,500.0,0,0,0,1
26527,0,13,6,1,13,12000,0,0,28225.0,0,1,0,0
26528,0,53,10,1,53,107400,0,1,7625.0,0,0,0,1
26529,1,22,5,1,22,44600,0,1,11978.25,0,0,0,1
26530,1,12,3,0,12,120960,0,1,11978.25,0,0,0,1
26531,0,7,2,1,7,23200,1,1,11978.25,0,0,0,1
26532,1,4,1,0,4,0,1,1,14486.0,1,0,0,0
26533,0,9,1,0,9,18000,1,1,14486.0,1,0,0,0
26534,0,38,12,2,38,163800,1,1,13900.0,0,0,0,0
26535,0,54,18,1,54,570500,1,1,27092.5,0,0,0,0
26536,1,19,5,0,19,79100,1,1,27092.5,0,0,0,0
26537,0,34,13,1,34,159200,1,1,27092.5,0,0,0,0
26538,0,18,9,1,18,104900,0,1,27092.5,0,0,0,0
26539,0,10,5,1,10,56000,0,1,27092.5,0,0,0,0
26540,0,33,5,0,33,82500,1,1,7500.0,1,0,0,0
26541,0,17,3,2,17,41550,1,0,24658.333333333336,0,0,0,0
26542,1,21,4,2,21,8800,0,0,24658.333333333336,0,0,0,0
26543,0,9,2,0,9,3600,0,0,24658.333333333336,0,0,0,0
26544,0,34,7,1,34,139400,0,1,18875.0,0,1,0,0
26545,1,55,14,2,55,192700,1,1,31811.11111111111,1,0,0,0
26546,0,4,1,0,4,0,0,1,31811.11111111111,1,0,0,0
26547,0,60,15,0,60,373220,0,1,28100.0,0,0,0,0
26548,0,6,2,0,6,72800,0,1,28100.0,0,0,0,0
26549,0,15,5,2,15,38500,1,1,20600.0,1,0,0,0
26550,1,69,10,2,69,31550,0,1,20600.0,1,0,0,0
26551,0,226,44,2,226,960300,0,1,20600.0,1,0,0,0
26552,0,24,6,1,24,57000,1,1,20600.0,1,0,0,0
26553,0,98,28,1,98,513240,1,1,20600.0,1,0,0,0
26554,1,53,11,1,53,179400,1,1,20600.0,1,0,0,0
26555,1,21,3,0,21,0,0,1,20600.0,1,0,0,0
26556,1,13,3,1,13,28000,0,1,20600.0,1,0,0,0
26557,0,38,9,2,38,210640,1,1,20600.0,1,0,0,0
26558,0,5,1,0,5,0,1,1,14981.003787878788,1,0,0,0
26559,0,37,11,1,37,69300,0,0,15000.0,1,0,0,0
26560,0,4,0,-1,4,0,0,1,23564.983333333334,0,0,0,1
26561,0,54,7,1,54,52000,1,1,23564.983333333334,0,0,0,1
26562,0,4,1,0,4,0,1,1,27085.714285714286,0,0,0,0
26563,0,21,6,2,21,100800,0,1,27085.714285714286,0,0,0,0
26564,0,20,4,1,20,84000,1,1,27085.714285714286,0,0,0,0
26565,0,17,4,1,17,36000,1,1,15725.0,1,0,0,0
26566,0,13,4,0,13,0,1,1,20571.48863636364,0,1,0,0
26567,0,6,2,0,6,0,0,1,20571.48863636364,0,1,0,0
26568,0,4,1,0,4,0,1,1,20571.48863636364,0,1,0,0
26569,1,7,3,1,7,0,1,1,300.0,1,0,0,0
26570,1,7,2,1,7,0,0,1,300.0,1,0,0,0
26571,0,11,4,1,11,0,0,1,300.0,1,0,0,0
26572,0,4,2,1,4,0,1,1,300.0,1,0,0,0
26573,0,7,3,1,7,0,1,1,300.0,1,0,0,0
26574,0,4,1,0,4,0,1,1,300.0,1,0,0,0
26575,0,6,2,1,6,40000,0,1,300.0,1,0,0,0
26576,0,4,1,0,4,0,1,1,300.0,1,0,0,0
26577,1,5,2,1,5,52500,1,1,300.0,1,0,0,0
26578,0,4,2,1,4,79100,1,1,300.0,1,0,0,0
26579,0,5,2,0,5,0,1,1,300.0,1,0,0,0
26580,0,24,6,1,24,117850,0,1,4833.333333333333,0,0,0,0
26581,0,5,2,0,5,82080,1,1,7875.0,0,1,0,0
26582,0,7,2,1,7,40000,0,1,7875.0,0,1,0,0
26583,1,4,0,-1,4,0,0,1,6642.857142857143,1,0,0,0
26584,0,38,11,2,38,103800,0,1,6642.857142857143,1,0,0,0
26585,0,5,1,0,5,0,0,1,6642.857142857143,1,0,0,0
26586,1,7,3,1,7,30600,1,1,14153.125,1,0,0,0
26587,1,9,2,1,9,15300,0,1,14153.125,1,0,0,0
26588,1,4,1,0,4,0,1,1,14153.125,1,0,0,0
26589,0,4,1,0,4,0,0,1,14153.125,1,0,0,0
26590,0,7,2,0,7,18000,1,1,10250.0,0,1,0,0
26591,1,41,16,1,41,182900,1,1,20414.756944444445,0,0,0,0
26592,0,21,3,1,21,37500,1,1,20414.756944444445,0,0,0,0
26593,0,20,8,2,20,22000,1,1,20414.756944444445,0,0,0,0
26594,0,10,4,1,10,74000,0,1,19413.275510204083,0,0,0,0
26595,0,10,3,1,10,66200,0,1,19413.275510204083,0,0,0,0
26596,0,10,4,1,10,40000,0,0,10955.90909090909,1,0,0,0
26597,0,21,2,0,21,18200,1,0,10955.90909090909,1,0,0,0
26598,0,9,2,1,9,11900,1,1,8887.5,0,1,0,0
26599,0,15,3,1,15,11900,1,1,8887.5,0,1,0,0
26600,0,15,4,1,15,53800,1,1,8887.5,0,1,0,0
26601,0,6,1,0,6,0,1,1,25708.008898776417,0,0,0,0
26602,0,4,1,0,4,0,0,0,19844.25,1,0,0,0
26603,0,88,20,3,88,286900,1,1,15462.5,0,0,0,0
26604,0,36,12,2,36,134600,1,1,0.0,0,0,0,0
26605,0,9,1,0,9,0,1,1,15452.037815126052,0,1,0,0
26606,0,8,3,1,8,56000,1,1,15452.037815126052,0,1,0,0
26607,0,13,1,0,13,0,0,1,15452.037815126052,0,1,0,0
26608,0,4,1,0,4,0,0,1,15452.037815126052,0,1,0,0
26609,0,4,2,1,4,12000,0,1,15452.037815126052,0,1,0,0
26610,1,119,17,2,119,118000,1,1,4916.666666666666,0,0,0,0
26611,1,51,10,2,51,72500,0,1,4916.666666666666,0,0,0,0
26612,1,10,3,1,10,6500,1,1,4916.666666666666,0,0,0,0
26613,1,70,18,2,70,149900,1,1,4916.666666666666,0,0,0,0
26614,1,20,4,2,20,20500,1,1,4916.666666666666,0,0,0,0
26615,0,11,3,1,11,18000,0,1,4916.666666666666,0,0,0,0
26616,0,38,6,1,38,65300,1,1,4916.666666666666,0,0,0,0
26617,0,38,8,2,38,161880,0,1,12966.666666666666,0,0,0,1
26618,0,4,1,0,4,0,0,1,12966.666666666666,0,0,0,1
26619,0,5,0,-1,5,0,0,1,0.0,1,0,0,0
26620,0,9,4,1,9,0,0,1,23203.194444444445,0,0,0,0
26621,1,6,3,1,6,64400,0,1,23203.194444444445,0,0,0,0
26622,0,27,5,1,27,159600,0,1,23203.194444444445,0,0,0,0
26623,0,5,0,-1,5,0,0,1,23203.194444444445,0,0,0,0
26624,1,31,11,2,31,143900,0,1,10440.694444444443,1,0,0,0
26625,0,20,5,1,20,18900,1,1,10440.694444444443,1,0,0,0
26626,0,16,6,2,16,46800,0,1,20772.727272727272,0,1,0,0
26627,0,25,8,0,25,284320,0,1,12790.277777777776,0,1,0,0
26628,0,51,9,2,51,216000,1,1,12938.392857142857,1,0,0,0
26629,0,17,4,1,17,0,1,1,19220.0,1,0,0,0
26630,1,58,22,1,58,433200,1,1,19220.0,1,0,0,0
26631,0,21,8,1,21,136000,1,1,19220.0,1,0,0,0
26632,1,7,2,0,7,26000,0,1,19220.0,1,0,0,0
26633,0,14,0,-1,14,0,1,1,19220.0,1,0,0,0
26634,1,85,19,3,85,347400,0,1,44030.0,0,0,0,0
26635,1,6,1,0,6,0,1,1,44030.0,0,0,0,0
26636,1,18,5,0,18,169700,1,1,44030.0,0,0,0,0
26637,1,11,2,0,11,39500,1,1,44030.0,0,0,0,0
26638,0,111,27,2,111,723750,1,1,44030.0,0,0,0,0
26639,1,37,3,1,37,26000,1,1,44030.0,0,0,0,0
26640,0,13,0,-1,13,0,1,1,44030.0,0,0,0,0
26641,0,16,1,0,16,13000,1,1,44030.0,0,0,0,0
26642,0,8,1,0,8,0,1,1,20080.0,0,0,0,0
26643,0,56,12,2,56,292380,1,1,10350.0,0,0,0,0
26644,1,11,3,1,11,20000,1,1,12600.0,1,0,0,0
26645,0,10,3,1,10,10000,1,1,12600.0,1,0,0,0
26646,0,10,3,0,10,3000,0,1,14800.0,0,1,0,0
26647,0,15,5,1,15,26000,1,1,9228.571428571428,0,0,0,0
26648,0,4,1,0,4,0,1,1,24724.65034965035,0,0,1,0
26649,1,9,0,-1,9,0,0,1,15114.285714285714,0,0,0,0
26650,0,28,7,1,28,140340,1,1,15114.285714285714,0,0,0,0
26651,0,31,8,2,31,49200,1,1,10200.0,0,1,0,0
26652,0,9,3,1,9,51690,0,1,19333.333333333336,1,0,0,0
26653,0,18,4,2,18,50350,0,1,19333.333333333336,1,0,0,0
26654,0,22,2,0,22,24000,0,1,88883.33333333333,0,0,0,0
26655,0,9,3,1,9,12000,1,1,88883.33333333333,0,0,0,0
26656,0,5,2,1,5,12000,0,1,88883.33333333333,0,0,0,0
26657,0,50,7,2,50,43500,1,1,41625.0,1,0,0,0
26658,1,14,4,0,14,0,0,1,70000.0,0,0,0,0
26659,1,34,6,1,34,89200,0,1,70000.0,0,0,0,0
26660,0,12,3,1,12,33600,1,1,70000.0,0,0,0,0
26661,0,4,0,-1,4,0,1,1,19395.833333333336,0,1,0,0
26662,1,34,9,2,34,54300,0,1,19395.833333333336,0,1,0,0
26663,0,4,1,0,4,15000,0,1,19395.833333333336,0,1,0,0
26664,0,7,2,0,7,0,1,1,19395.833333333336,0,1,0,0
26665,1,49,8,1,49,30000,1,1,10640.0,0,0,0,1
26666,1,5,1,0,5,0,0,1,10640.0,0,0,0,1
26667,1,4,1,0,4,0,0,1,10640.0,0,0,0,1
26668,1,7,1,0,7,0,0,1,10640.0,0,0,0,1
26669,1,21,2,0,21,0,1,1,10640.0,0,0,0,1
26670,1,8,2,0,8,0,0,1,10640.0,0,0,0,1
26671,0,9,1,0,9,0,0,1,10640.0,0,0,0,1
26672,0,4,0,-1,4,0,0,1,10640.0,0,0,0,1
26673,0,10,4,1,10,155520,1,1,10640.0,0,0,0,1
26674,0,41,9,1,41,244450,0,1,13974.375,1,0,0,0
26675,0,22,4,1,22,35800,0,1,13974.375,1,0,0,0
26676,0,9,1,0,9,0,0,1,13974.375,1,0,0,0
26677,1,26,8,0,26,287620,0,1,25166.666666666668,1,0,0,0
26678,0,12,4,1,12,84000,1,1,25166.666666666668,1,0,0,0
26679,0,5,2,1,5,14700,1,1,25166.666666666668,1,0,0,0
26680,0,13,3,1,13,20000,1,1,18912.5,1,0,0,0
26681,0,24,4,0,24,158250,1,1,5700.0,1,0,0,0
26682,0,50,16,2,50,199820,0,1,6650.0,0,0,0,0
26683,0,103,27,1,103,820920,1,1,18047.5,0,1,0,0
26684,0,23,4,0,23,0,1,1,18047.5,0,1,0,0
26685,0,7,3,0,7,0,0,1,23200.0,0,0,0,0
26686,1,5,0,-1,5,0,1,1,11050.0,0,0,0,0
26687,1,5,2,0,5,0,0,1,11050.0,0,0,0,0
26688,1,5,2,0,5,0,1,1,11050.0,0,0,0,0
26689,1,5,2,0,5,0,0,1,11050.0,0,0,0,0
26690,1,10,4,0,10,0,1,1,11050.0,0,0,0,0
26691,1,5,2,0,5,0,0,1,11050.0,0,0,0,0
26692,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26693,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26694,1,5,1,0,5,0,0,1,11050.0,0,0,0,0
26695,1,5,1,0,5,0,0,1,11050.0,0,0,0,0
26696,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26697,1,70,16,1,70,159750,1,1,11050.0,0,0,0,0
26698,1,18,4,1,18,27250,1,1,11050.0,0,0,0,0
26699,1,8,2,0,8,0,1,1,11050.0,0,0,0,0
26700,1,7,1,0,7,0,1,1,11050.0,0,0,0,0
26701,1,5,1,0,5,0,0,1,11050.0,0,0,0,0
26702,1,8,2,1,8,14250,1,1,11050.0,0,0,0,0
26703,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26704,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26705,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26706,1,5,1,0,5,0,0,1,11050.0,0,0,0,0
26707,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26708,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26709,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26710,1,11,3,1,11,60000,1,1,11050.0,0,0,0,0
26711,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26712,0,5,1,0,5,0,0,1,11050.0,0,0,0,0
26713,1,5,1,0,5,0,0,1,11050.0,0,0,0,0
26714,1,5,1,0,5,0,1,1,11050.0,0,0,0,0
26715,0,5,1,0,5,0,1,1,11050.0,0,0,0,0
26716,0,13,1,0,13,0,1,1,11050.0,0,0,0,0
26717,0,44,10,1,44,89250,1,1,5500.0,1,0,0,0
26718,0,56,11,1,56,59340,0,0,18061.904761904763,0,0,0,0
26719,1,10,1,0,10,0,1,0,18061.904761904763,0,0,0,0
26720,0,7,1,0,7,0,0,0,18061.904761904763,0,0,0,0
26721,0,79,9,1,79,101920,1,0,18061.904761904763,0,0,0,0
26722,0,10,1,0,10,20250,0,0,18061.904761904763,0,0,0,0
26723,1,27,5,1,27,76250,1,0,18061.904761904763,0,0,0,0
26724,0,35,5,1,35,86250,1,0,18061.904761904763,0,0,0,0
26725,1,6,1,0,6,24000,0,0,18061.904761904763,0,0,0,0
26726,0,5,0,-1,5,0,0,0,18061.904761904763,0,0,0,0
26727,0,11,1,0,11,0,0,1,4837.5,0,0,0,1
26728,0,19,4,1,19,26000,1,1,30110.0,1,0,0,0
26729,0,14,3,1,14,48000,0,1,5675.0,0,0,0,1
26730,0,35,12,1,35,351720,1,0,10597.916666666668,0,0,0,1
26731,0,15,2,1,15,13300,1,0,10597.916666666668,0,0,0,1
26732,0,11,3,1,11,28000,1,0,10597.916666666668,0,0,0,1
26733,1,7,0,-1,7,0,0,1,19024.166666666664,1,0,0,0
26734,0,41,9,1,41,216600,1,1,19024.166666666664,1,0,0,0
26735,0,4,1,0,4,0,1,1,19024.166666666664,1,0,0,0
26736,0,30,1,0,30,46500,0,1,19024.166666666664,1,0,0,0
26737,1,12,3,1,12,0,1,1,3508.822222222222,0,0,0,0
26738,1,8,0,-1,8,0,0,1,3508.822222222222,0,0,0,0
26739,0,14,4,0,14,0,1,1,3508.822222222222,0,0,0,0
26740,0,14,4,0,14,0,1,1,3508.822222222222,0,0,0,0
26741,0,20,6,0,20,0,0,1,3508.822222222222,0,0,0,0
26742,0,14,4,0,14,0,1,1,3508.822222222222,0,0,0,0
26743,0,14,4,0,14,0,1,1,3508.822222222222,0,0,0,0
26744,0,12,2,0,12,0,1,1,3508.822222222222,0,0,0,0
26745,0,12,2,0,12,0,1,1,3508.822222222222,0,0,0,0
26746,0,12,2,0,12,0,1,1,3508.822222222222,0,0,0,0
26747,0,10,1,0,10,0,1,1,3508.822222222222,0,0,0,0
26748,0,8,0,-1,8,0,1,1,3508.822222222222,0,0,0,0
26749,0,8,0,-1,8,0,0,1,3508.822222222222,0,0,0,0
26750,0,8,0,-1,8,0,1,1,3508.822222222222,0,0,0,0
26751,0,10,0,-1,10,0,1,1,3508.822222222222,0,0,0,0
26752,0,20,0,-1,20,0,1,1,3508.822222222222,0,0,0,0
26753,0,8,0,-1,8,0,1,1,3508.822222222222,0,0,0,0
26754,1,19,3,1,19,20000,0,1,3508.822222222222,0,0,0,0
26755,1,27,6,2,27,50000,0,1,3508.822222222222,0,0,0,0
26756,0,31,3,0,31,0,1,1,3508.822222222222,0,0,0,0
26757,0,14,2,0,14,58100,1,1,12750.0,0,0,0,1
26758,0,19,8,0,19,114800,0,1,22608.92857142857,0,0,0,0
26759,0,122,44,3,122,1075650,0,1,22608.92857142857,0,0,0,0
26760,0,75,20,1,75,434900,0,1,22608.92857142857,0,0,0,0
26761,0,47,10,1,47,240000,0,1,14136.764705882351,1,0,0,0
26762,0,10,2,1,10,15300,1,1,27184.166666666664,1,0,0,0
26763,0,12,3,2,12,25300,1,1,27184.166666666664,1,0,0,0
26764,0,9,2,1,9,15300,1,1,27184.166666666664,1,0,0,0
26765,0,22,7,1,22,256350,0,1,32333.333333333336,1,0,0,0
26766,1,49,4,0,49,0,1,1,32333.333333333336,1,0,0,0
26767,1,9,2,0,9,0,1,1,32333.333333333336,1,0,0,0
26768,0,5,1,0,5,0,0,1,32333.333333333336,1,0,0,0
26769,0,124,26,1,124,588950,0,1,32333.333333333336,1,0,0,0
26770,0,5,2,0,5,0,0,1,32333.333333333336,1,0,0,0
26771,0,18,4,0,18,96300,1,0,18711.11111111111,1,0,0,0
26772,0,9,2,0,9,12600,0,1,21800.0,1,0,0,0
26773,1,22,3,1,22,18000,1,1,21800.0,1,0,0,0
26774,0,5,2,1,5,6300,1,1,21800.0,1,0,0,0
26775,0,67,13,0,67,364000,0,1,0.0,1,0,0,0
26776,0,31,8,1,31,101000,0,1,8735.9375,0,0,1,0
26777,0,82,23,1,82,382200,0,1,8735.9375,0,0,1,0
26778,0,12,4,0,12,0,0,1,8735.9375,0,0,1,0
26779,0,5,2,0,5,0,1,1,18141.666666666664,0,0,1,0
26780,1,17,7,0,17,0,0,1,18141.666666666664,0,0,1,0
26781,1,5,2,0,5,0,1,1,18141.666666666664,0,0,1,0
26782,0,6,2,1,6,20250,0,1,18141.666666666664,0,0,1,0
26783,0,5,3,1,5,64600,1,1,18141.666666666664,0,0,1,0
26784,0,9,0,-1,9,0,1,1,9596.666666666666,0,0,1,0
26785,0,114,22,5,114,150050,0,1,11051.666666666668,0,0,0,0
26786,0,5,2,1,5,9000,1,1,11051.666666666668,0,0,0,0
26787,0,15,2,1,15,9000,0,1,10473.181818181818,0,0,0,0
26788,0,22,5,2,22,71500,0,1,10473.181818181818,0,0,0,0
26789,0,19,5,1,19,122750,1,1,15901.190476190475,0,0,0,0
26790,1,20,3,1,20,112000,0,1,7758.4375,1,0,0,0
26791,0,25,6,2,25,96600,0,1,7758.4375,1,0,0,0
26792,1,23,9,1,23,155520,0,1,20000.0,0,0,0,0
26793,0,53,10,2,53,93760,0,1,20000.0,0,0,0,0
26794,0,10,2,0,10,40500,0,1,18685.0,1,0,0,0
26795,0,28,3,1,28,9000,0,1,3033.333333333333,1,0,0,0
26796,0,18,1,0,18,10000,1,1,17750.0,1,0,0,0
26797,0,8,2,1,8,22000,1,1,17750.0,1,0,0,0
26798,0,36,12,1,36,228000,1,1,27175.0,1,0,0,0
26799,0,9,2,0,9,0,1,1,27175.0,1,0,0,0
26800,0,83,14,1,83,65000,0,0,15472.3125,0,0,0,0
26801,0,14,4,1,14,56000,1,0,15472.3125,0,0,0,0
26802,0,6,1,0,6,41040,1,1,0.0,0,0,0,1
26803,0,34,4,1,34,2000,0,1,23133.33333333333,1,0,0,0
26804,0,38,11,1,38,332000,0,1,13037.670454545456,0,1,0,0
26805,0,20,6,2,20,95600,0,1,12208.333333333332,1,0,0,0
26806,0,50,13,2,50,50400,1,1,5175.357142857143,0,0,0,0
26807,0,6,1,0,6,0,0,0,37146.66666666667,0,0,0,0
26808,0,49,14,1,49,195140,0,0,15000.0,0,0,0,1
26809,0,6,1,0,6,0,0,1,19658.275862068964,0,0,0,0
26810,1,13,3,2,13,15000,0,1,10325.757575757576,0,0,0,0
26811,0,35,7,2,35,27000,1,1,10325.757575757576,0,0,0,0
26812,0,9,4,1,9,54600,0,1,26708.33333333333,0,0,0,0
26813,0,11,4,1,11,52000,1,1,20252.95870583227,0,0,0,0
26814,1,24,6,2,24,9500,0,1,3925.0,0,0,0,1
26815,0,15,0,-1,15,0,0,1,3925.0,0,0,0,1
26816,0,7,2,0,7,42000,0,1,32200.0,0,1,0,0
26817,0,9,3,1,9,16800,0,1,14873.666666666668,0,1,0,0
26818,0,4,2,1,4,38000,1,1,3642.857142857143,0,0,0,0
26819,0,16,1,0,16,19440,0,1,23875.0,0,0,0,0
26820,0,26,11,1,26,68600,1,1,30000.0,1,0,0,0
26821,0,23,8,1,23,58000,1,1,15300.0,1,0,0,0
26822,0,43,11,1,43,85480,0,0,30600.0,1,0,0,0
26823,0,6,1,0,6,24650,1,1,23227.33333333333,1,0,0,0
26824,1,33,10,2,33,119300,0,1,28000.0,1,0,0,0
26825,0,4,1,0,4,0,1,1,28000.0,1,0,0,0
26826,0,11,2,0,11,53200,0,1,28000.0,1,0,0,0
26827,0,22,3,1,22,24650,1,1,30004.166666666668,0,1,0,0
26828,0,6,2,1,6,24650,1,1,30004.166666666668,0,1,0,0
26829,0,10,4,1,10,22400,1,1,30004.166666666668,0,1,0,0
26830,0,6,1,0,6,56000,1,0,21066.666666666664,1,0,0,0
26831,0,39,8,1,39,184000,1,1,12482.142857142857,0,0,0,0
26832,0,11,4,1,11,37700,0,0,25350.0,0,0,0,0
26833,0,32,7,1,32,45000,0,1,9775.0,0,0,0,0
26834,0,5,1,0,5,19000,0,1,15409.222222222224,0,1,0,0
26835,1,16,2,1,16,56000,1,1,15409.222222222224,0,1,0,0
26836,0,71,14,0,71,234100,0,1,15409.222222222224,0,1,0,0
26837,0,9,2,0,9,80640,0,1,26767.857142857145,0,1,0,0
26838,0,34,4,0,34,0,1,0,2958.125,1,0,0,0
26839,0,36,9,0,36,496400,1,0,24242.5,1,0,0,0
26840,0,10,0,-1,10,0,0,0,24242.5,1,0,0,0
26841,0,30,10,1,30,114850,0,0,21450.0,0,0,0,0
26842,0,23,7,1,23,114000,1,1,24082.5,1,0,0,0
26843,0,19,6,1,19,27200,0,1,30533.75,0,0,0,0
26844,0,42,15,1,42,444200,0,1,30533.75,0,0,0,0
26845,1,43,11,3,43,79480,0,1,6469.0,0,0,0,1
26846,0,14,3,0,14,0,0,1,6469.0,0,0,0,1
26847,0,11,0,-1,11,0,1,1,6469.0,0,0,0,1
26848,1,5,2,0,5,0,0,1,13410.3125,0,1,0,0
26849,0,16,6,1,16,78000,0,1,13410.3125,0,1,0,0
26850,0,16,5,1,16,186000,0,1,13410.3125,0,1,0,0
26851,0,23,6,1,23,18000,1,1,13590.0,0,0,0,1
26852,0,6,0,-1,6,0,1,1,3203.2093023255816,0,0,0,0
26853,0,32,2,1,32,2500,1,1,3203.2093023255816,0,0,0,0
26854,0,7,0,-1,7,0,1,1,3203.2093023255816,0,0,0,0
26855,0,7,1,0,7,0,0,1,32784.6875,1,0,0,0
26856,0,10,2,0,10,19440,1,1,3380.5,1,0,0,0
26857,0,15,4,1,15,19440,1,1,17558.25,0,0,0,1
26858,0,25,6,1,25,26000,1,1,17055.51948051948,0,1,0,0
26859,0,20,5,1,20,32400,0,1,17055.51948051948,0,1,0,0
26860,0,45,13,1,45,52600,0,1,17055.51948051948,0,1,0,0
26861,0,17,5,1,17,128300,0,1,21241.72619047619,0,0,0,0
26862,0,15,4,1,15,0,1,1,5333.333333333333,0,0,0,0
26863,0,23,7,1,23,0,1,1,5333.333333333333,0,0,0,0
26864,0,5,2,0,5,0,1,1,5333.333333333333,0,0,0,0
26865,1,12,3,0,12,0,1,1,5333.333333333333,0,0,0,0
26866,0,4,1,0,4,0,1,1,5333.333333333333,0,0,0,0
26867,0,34,7,1,34,192750,1,1,16548.0,1,0,0,0
26868,0,12,5,0,12,0,0,1,11797.5,1,0,0,0
26869,0,5,2,0,5,0,1,1,11797.5,1,0,0,0
26870,1,4,1,0,4,0,1,1,11797.5,1,0,0,0
26871,0,10,4,0,10,0,1,1,11797.5,1,0,0,0
26872,1,43,15,1,43,203900,0,1,11797.5,1,0,0,0
26873,1,105,17,2,105,439160,0,1,11797.5,1,0,0,0
26874,0,16,4,1,16,96100,0,1,11797.5,1,0,0,0
26875,1,7,2,0,7,0,0,1,11797.5,1,0,0,0
26876,1,4,1,0,4,0,1,1,11797.5,1,0,0,0
